,label,text
1506,1,. COVID deaths are down nearly 90%. We’ve saved millions of lives and opened our country back up. And soon we’ll end the public health emergency. But we will remember the toll and pain that will never go away for so many. More than 1 million Americans have lost their lives to COVID. Families grieving. Children orphaned. Empty chairs at the dining room table
4512,0,". I’m being baked. I’m being baked like a cake. I said, “General, there’s no way I can make it down that ramp without falling on my ass, General. I have no railing.” It’s true. So I said, “Is there like something else around?” “Sir, the ramp is ready to go.” “Grab me sir, grab me.” I didn’t really want to grab him. You know why? Because I said, “That will be a story too.” So now I have a choice"
3216,0,". How can you guarantee to military families and to our men and women of the military that none of the money that would be reprogrammed to a wall will take away from other technology, other renovations, construction that is desperately needed in our military? THE PRESIDENT: Yeah. So, John, we had certain funds that are being used at the discretion of generals, at the discretion of the military"
2553,0,".J. Morgan. We are deeply moved to be joined by his father, Christopher Morgan. And C.J. was something very special. Christopher is a Secret Service Agent. A tough guy. Great guy. Great son, who is looking down right now. Christopher, I want you to know that we will carry C.J.’s blessed memory in our hearts forever. Thank you very much. Thank you"
1403,1,". And we’ve been focused on serving people in the hardest-hit communities of this pandemic — Black, Latino, Native American, and rural communities. So, what does all this add up to? When I took office 50 days ago, only 8 percent of Americans after months — only 8 percent of those over the age of 65 had gotten their first vaccination. Today, that number is [nearly] 65 percent"
3435,0,". All of this will change starting today, and it will change very quickly. My recent election is a mandate to completely and totally reverse a horrible betrayal and all of these many betrayals that have taken place and to give the people back their faith, their wealth, their democracy, and, indeed, their freedom. From this moment on, America’s decline is over"
5072,0,". If you can go to Chicago. And I’m going to run through this kind of quick, but you can see that the geographic alignment, the places that Dr. Birx has talked about is where we’re concentrating supplies. You can go to New Orleans, to give you an understanding. Washington D.C., right? So now I can talk about that. Today was a—you know, a very, kind of, early entry into the Washington, D.C"
633,1,". Everything changed. While Greenwood was a community to itself, it was not separated from the outside. It wasn’t everyone, but there was enough hate, resentment, and vengeance in the community. Enough people who believed that America does not belong to everyone and not everyone is created equal—Native Americans, Asian Americans, Hispanic Americans, Black Americans"
8201,2,". One is the philosophy of the past—a philosophy that has as its constituents an ill-assorted mix of elitists and special-interest groups who see government as the principal vehicle of social change, who believe that the only thing we have to fear is the people, who must be watched and regulated and superintended from Washington"
2285,0,". As the Scout law says, a scout is trustworthy, loyal—we could use some more loyalty I will tell that you that. That was very impressive. You’ve heard that before. But here you learn the rewards of hard work and perseverance, never, ever give up. Never quit. Persevere. Never, ever quit"
3672,0,". Q:—a conversation with your medical experts? THE PRESIDENT: Excuse me. I want them to open, and I want him to open as soon as possible. And I want the state to open. But I wasn’t happy with Brian Kemp. I will tell you that right now. Yeah, go ahead. Q: Sir, are you surprised he defied you on that? Because you made it clear — THE PRESIDENT: No, he didn’t. No, he didn’t defy me at all"
3801,0,". And a maniac walked in, guns blazing, killed all of five of them. He wouldn’t of had a chance if these world-class marksmen had — on a military base — access to their guns. And I’m going to look at that whole policy on military bases. If we can’t have — — all five were killed. All five. The guy wouldn’t have had a chance. But we’re going to look at that whole military base, gun-free zone"
5819,0,". And I won’t get into it, but believe me, that really put this country at a disadvantage. Number one, we weren’t playing on the same field. It kicked in for us, and it doesn’t kick in for others. The money that we had to pay was enormous. It was not even close. And maybe we’ll be back into it someday, but it will be on better terms"
7068,2,". Appeals from the United States Court in Porto Rico should run to the Circuit Court of Appeals of the third circuit instead of to the Supreme Court. These suggested changes would, I am advised, relieve the Supreme Court of the consideration of about 100 cases annually"
4579,0,". You know what to do. Got to keep the White House. Joe Biden’s record can be summed up as four decades of betrayal, calamity, and failure. He never did anything. He was a Senator. He was a Vice President. He was before that something. You know what’s great? President. Trump was tough on this or he was tough. They complained, never did anything about it. He’s been there for 43 years or 47 years"
5475,0,". We have dreamers in this country, too. You can’t forget our dreamers. I have a lot of dreamers here. But DACA—we want to take care of DACA, and I hope we will. We need the support of the Democrats in order to do it, and they might not want to do it. They talk like they do, but I don’t think they do. But we’re going to find out very soon"
2071,0,". But the greatest danger we face is a loss of confidence in ourselves, a loss of confidence in our national greatness. A nation is only as strong as its spirit. We are only as dynamic as our pride. We are only as vibrant as the faith that beats in the hearts of our people"
8886,2,". Taney, in relation to the Bank of the United States and the deposits of the Government moneys, believing as we do the course of the Secretary to have been constitutional, and that the public good required its adoption. 5"
2170,0,". So long as I am President, I will always protect your Second Amendment right to keep and bear arms. In reaffirming our heritage as a free nation, we must remember that America has always been a frontier nation. Now we must embrace the next frontier, America’s manifest destiny in the stars"
1350,1,". The next major initiative is — and I’ll be announcing it Friday in Pittsburgh, in detail — is to rebuild the infrastructure — both physical and technological infrastructure in this country — so that we can compete and create significant numbers of really good-paying jobs. Really good-paying jobs"
6725,2,". And this means reducing the terrorism and the armed attacks which kidnaped and killed 26,900 civilians in the last 32 months, to levels where they can be successfully controlled by the regular South Vietnamese security forces"
3666,0,". Q: Can I ask — Q: But that wasn’t my question. THE PRESIDENT: The problem is you don’t write the truth, so, you know, as far as I’m concerned — Q: What are you referencing? THE PRESIDENT:—I want to go—I want to go to the next question. Q: But can I ask you a question about Rick Bright? THE PRESIDENT: No, not CNN, please. Go ahead"
3358,0,". Your stocks will go down like a rock. You know, and don’t forget: These big companies—you have stocks in these companies. You know, you own stocks. And they have millions and millions of shareholders. And whether it’s pension funds or anybody else, you all have stocks. So there are big companies, but a lot of people own that stock, and we want to keep it going"
5977,2,. We would be required to submit to its direction and to assume to it the mere relation of a friendly ally
773,1,"Been a tough day. This evening in Kabul, as you all know, terrorists attacked—that we’ve been talking about and worried about, that the intelligence community has assessed has [was] undertaken—an attack—by a group known as ISIS-K—took the lives of American service members standing guard at the airport, and wounded several others seriously"
6978,2,". The passage of the bill would not entail a dollar's expense upon the Government at this time, or in the future, until war comes, but when war does come the methods therein directed are in accordance with the best military judgment as to what they ought to be, and the act would prevent the necessity for the discussion of new legislation and the delays incident to its consideration and adoption"
5237,0,". They went to Iowa. And a lot of friends went there, and we had tremendous — they say the spirit — the spirit for the Republican Party right now is stronger, I think, than it’s ever been in the history of our country. I think it’s stronger than it’s ever been. And that includes Honest Abe Lincoln. You know, a lot of people forget Abe Lincoln. I wish he were here"
6275,2,. It is not too much to say that we must pour into this war the entire strength and intelligence and will power of the United States. We are a great nation -- a rich nation -- but we are not so great or so rich that we can afford to waste our substance or the lives or our men by relaxing along the way. We shall not settle for less than total victory
657,1,". While the people of Greenwood rebuilt again in the years after the massacre, it didn’t last. Eventually neighborhoods were redlined on maps, locking Black Tulsa out of homeownerships. A highway was built right through the heart of the community. Lisa, I was talking about our west side—what 95 did to it after we were occupied by the military, after Dr. King was murdered"
8176,2,". Some of you may know that after Cal Coolidge was introduced to the sport of fishing by his Secret Service detail, it got to be quite a passion with him, if you can use that word about ""Silent Cal."" Anyway, he was once asked by reporters how many fish were in one of his favorite angling places, the River Brule. And Coolidge said the waters were estimated to carry 45,000 trout"
6760,2,". World confidence would not be enhanced by such action. None of our debtor nations have ever suggested it. But as the basis of the settlement of these debts was the capacity under normal conditions of the debtor to pay, we should be consistent with our own policies and principles if we take into account the abnormal situation now existing in the world"
6374,2,". A system which provides a mutual exchange of commodities, a mutual exchange is manifestly essential to the continued and healthful growth of our export trade. We must not repose in fancied security that we can forever sell everything and buy little or nothing. If such a thing were possible, it would not be best for us or for those with whom we deal"
8638,2,". If it be apprehended that these lands if reduced in price would be secured in large quantities by speculators or capitalists, the sales may be restricted in limited quantities to actual settlers or persons purchasing for purposes of cultivation"
4350,0,". You never have a businessman. And then, in all fairness, I was saying to Klaus last night: Had the opposing party to me won—some of whom you backed, some of the people in the room—instead of being up almost 50 percent—the stock market is up since my election almost 50 percent—rather than that, I believe the stock market from that level, the initial level, would have been down close to 50 percent"
2454,0,". That is why I have directed my Administration to make fixing the injustice of high drug prices one of our top priorities. Prices will come down. America has also finally turned the page on decades of unfair trade deals that sacrificed our prosperity and shipped away our companies, our jobs, and our Nation’s wealth. The era of economic surrender is over"
2673,0,". And it’s so bad for your country.” People laugh at the stupidity of what they’ve asked for. And here we could do asylum. We could do all of these different things so easily. We could do asylum quickly. We could do loopholes; get rid of them. Instead, we actually made deals with Mexico and with Guatemala, El Salvador, Honduras"
9336,2,to shift for themselves in a pitiless competitive market
2875,0,". All right, yeah, please. Q: Thank you. Darlene Superville, AP. You said a moment ago, “They’ll say anything.” You were talking about Joe Biden and Kamala Harris and their comments about the vaccine. You have asserted — THE PRESIDENT: No, they say worse; they say negative. They say negative"
424,1,". In today’s actions, we have now sanctioned Russian banks that together hold around $1 trillion in assets. We’ve cut off Russia’s largest bank—a bank that holds more than one third of Russia’s banking assets by itself—cut it off from the US financial system. And today, we’re also blocking four more major banks. That means every asset they have in America will be frozen. This includes V.T.B"
5038,0,". And, so far, to date, somewhere around 250,000 tests have been utilized in three weeks’ worth of work. And that’s why we’ve really been appealing to the—to the laboratory directors to really bring all those machines on. Last week, Dr"
6379,2,. New lines of steamers have already been put in commission between the Pacific coast ports of the United States and those on the western coasts of Mexico and Central and South America. These should be followed up with direct steamship lines between the eastern coast of the United States and South American ports
7886,2,". On the 22d day of August last Sir Edmund Monson, the arbitrator selected under the treaty of December 6, 1888, rendered an award to the effect that no compensation was due from the Danish Government to the United States on account of what is commonly known as the Carlos Butterfield claim. Our relations with the French Republic continue to be cordial"
7709,2,". We possess within ourselves ample resources for every emergency, and we may be quite sure that our citizens in no future exigency will be unwilling to supply the government with all the means asked for the defense of the country. In time of peace there can, at all events, be no justification for the creation of a permanent debt by the federal government"
1844,1,". It’s my goal to cut the federal deficit another $3 trillion by making big corporations and the very wealthy finally beginning to pay their fair share. Look, I’m a capitalist. If you want to make or can make a million or millions of bucks, that’s great. Just pay your fair share in taxes"
6434,2,". That same day the Chinese nuclear device was exploded at a test site near a lake called Lop Nor, in the Takla Makan desert of the remote Central Asian province of Sinkiang. The building of this test site had been known to our American intelligence for several years"
6154,2,". For a people who are free, and who mean to remain so, a well-organized and armed militia is their best security. It is, therefore, incumbent on us, at every meeting, to revise the condition of the militia, and to ask ourselves if it is prepared to repel a powerful enemy at every point of our territories exposed to invasion"
2446,0,". We are defending our Second Amendment, and have taken historic actions to protect religious liberty. And we are serving our brave veterans, including giving our veterans choice in their healthcare decisions. Last year, the Congress passed, and I signed, the landmark VA Accountability Act"
757,1,". Both at home and abroad, we’re engaged anew in a struggle between democracy and autocracy, between the aspirations of the many and the greed of the few, between the people’s right of self-determination and self-—the self-seeking autocrat. From China to Russia and beyond, they’re betting that democracy’s days are numbered"
3413,0,".” AUDIENCE: Booo — THE PRESIDENT: Nearly every top Democrat in Congress now supports taxpayer-funded abortion, all the way up until the moment of birth. AUDIENCE: Booo — THE PRESIDENT: Last year, lawmakers in New York cheered with delight upon the passage of legislation that would allow a baby to be ripped from the mother’s womb right up until delivery"
9417,2,. We did not plan to go into Asia and to fight an Asian war that Asians ought to be fighting for themselves
3524,0,". It’ll support working families. It’ll allow small businesses to keep people on the payroll for a period of two months. But it also, as the President requested, included $75 billion to assist hospitals across the country"
7259,2,".DISTRICT OF COLUMBIA. CHARACTER OF GOVERNMENT. The government of the District of Columbia is a good government. The police force, while perhaps it might be given, or acquire, more military discipline in bearing and appearance, is nevertheless an efficient body of men, free from graft, and discharges its important duties in this capital of the nation effectively"
6959,2,"matters, of foreign and home prices and cost of articles imported, and the effect of the tariff upon trade, so that whenever a change is thought to be necessary in the tariff law this office is the source of the most reliable information as to the propriety of the change and its effect"
7600,2,". troops and civilians. This history is well known. Rather than remain trapped in the past, I've made it clear to Iran's leaders and people that my country is prepared to move forward. The question now is not what Iran is against, but rather what future it wants to build. I recognize it will be hard to overcome decades of mistrust, but we will proceed with courage, rectitude, and resolve"
8325,2,"personal wrong has been favorably considered, and that but four cases of both descriptions out of all those formally presented and earnestly pressed have as yet been decided upon by the Mexican Government"
3185,0,". These are brave people. These are people that — they don’t have to be here. They don’t have to be doing this. They’re doing it for other people. So I just want to thank all of you for being here, okay? I really do. I want to thank you. Incredible people"
231,1,". I’m going to bring Republicans into the Oval Office; listen to them, what they have to say; and be open to other ideas. We’ll have a good-faith negotiation with any Republican who wants to help get this done. But we have to get it done"
7204,2,".REFORESTATION .The amount of reforestation shown in the report of the Forest Service--only about 15,000 acres as compared with the 150 millions of acres of national forests--seems small, and I am glad to note that in this regard the Secretary of Agriculture and the chief of the Forest Service are looking forward to far greater activity in the use of available Government land for this purpose"
6525,2,". We should strengthen the Head Start program, begin it for children 3 years old, and maintain its educational momentum by following through in the early years. We should try new methods of child development and care from the earliest years, before it is too late to correct. And I will propose these measures to the 90th Congress"
4634,0,". And next year we’re going to have a good third quarter, but next year, and I said it before, will be the single greatest year economically that we’ve ever had, okay? And if you see that happening, if you see it happening on November 3rd, you don’t have the guts to vote against Trump. You, even you, you don’t have the guts to vote against Trump. Say, “Wait a minute, darling"
5654,0,. They are at the frontline. And I wanted to conclude by really thanking my PEPFAR teams around the world who have been working tirelessly throughout the world to ensure that Africa and Asia doesn’t experience this level of infections that we have seen here. They’ve turned over their capacities from their embassies. Our U.S
1290,1,". And rolling back the policies of separating children from — from their mothers, I make no apology for that. Rolling back the policies of “Remain in Mexico,” sitting on the edge of the Rio Grande in a muddy circumstance with not enough to eat and — I make no apologies for that"
4212,0,". Because I literally heard from the Governor of Washington State, who said the doctors in Washington State were saying that if you were only mildly symptomatic, they would not order a test. And fortunately, the President directed CDC to clarify that"
4495,0,". And I heard it for the first time two weeks ago, I said, “Well, that one, I mean, they’re only kidding.” I said, “They’re only, they’re not.” Minneapolis, you see what’s going on. They’re not kidding. They got a lot of problems. They’ll have a lot of problems"
5888,0,". This plan solves the immediate crisis—and it is a horrible crisis. It is a humanitarian crisis like we rarely see in our country. And it provides humanitarian relief, delivers real border security, and immediately reopens our federal government. If we are successful in this effort, then we can start the border [broader] project of remaking our immigration system for the 21st century"
5605,0,". And we’re not allowing that to take place through our Congress. They’re just not—they’re just not giving it to us. We have many, many positions that are unstaffed because we can’t get the approvals. The Democrats are holding us up. We cannot get approval. We’ve gotten judges because we go through the process. I guess we’re up to 448 federal judges"
6618,2,". The answers will determine not only where we are, but ""whither we are tending."" A time of testing--yes. And a time of transition. The transition is sometimes slow; sometimes unpopular; almost always very painful; and often quite dangerous. But we have lived with danger for a long time before, and we shall live with it for a long time yet to come. We know that ""man is born unto trouble"
7037,2,.Another important reason why these ancillary duties may well be undertaken by the Government is the opportunity for discrimination between patrons of the canal that is offered where private concessions are granted for the furnishing of these facilities
7275,2,".THE DISTRICT OF COLUMBIA IN VIRGINIA. I have already in previous communications to Congress referred to the importance of acquiring for the District of Columbia at least a part of the territory on the other side of the Potomac in Virginia which was originally granted for the District by the State of Virginia, and then was retroceded by act of Congress in 1846"
27,1,". So, please, do the right thing. But just don’t take it from me; listen to the voices of unvaccinated Americans who are lying in hospital beds, taking their final breaths, saying, “If only I had gotten vaccinated.” “If only.” It’s a tragedy. Please don’t let it become yours. The second piece of my plan is continuing to protect the vaccinated"
2054,0,". They said it couldn’t be done but we did it. They call it a “medical miracle,” and that’s what they’re calling it right now: a “medical miracle.” Another administration would have taken 3, 4, 5, maybe even up to 10 years to develop a vaccine. We did in nine months. We grieve for every life lost, and we pledge in their memory to wipe out this horrible pandemic once and for all"
5057,0,". But let me just encourage everyone that, in the midst of that loss, because the American people have been putting these mitigation measures into practice, there are families that are still together today. And I just want to encourage you here at roughly the halfway point of “30 Days to Slow the Spread,” to take—take that to heart"
7556,2,". And I believe that America holds within her the truth that regardless of race, religion, or station in life, all of us share common aspirations to live in peace and security, to get an education and to work with dignity, to love our families, our communities, and our God. These things we share. This is the hope of all humanity"
3688,0,". We’ve mobilized like it was a military operation. And it was largely a militarily operation, between ventilators and testing and so many other things. And we’ve had a lot of good partners. Not all good partners, but we had a lot of good partners. Gavin Newsom today thanked us very much"
4333,0,". It is very tough, politically, to do it. Hard to believe that would be, but it is very, very tough. That’s why it hasn’t been done in close to 40 years. And once we got it going, it was going"
6348,2,". Expositions are the timekeepers of progress. They record the world's advancement. They stimulate the energy, enterprise and intellect of the people and quicken human genius. They go into the home. They broaden and brighten the daily life of the people. They open mighty storehouses of information to the student. Every exposition, great or small, has helped to some onward step"
3908,0,. So you don’t have postmarks; you don’t have identification. There have been a number of disturbing irregularities across the nation. Our campaign has been denied access to observe any counting in Detroit. Detroit is another place. So you don’t have postmarks; you don’t have identification. There have been a number of disturbing irregularities across the nation
577,1,". And we will be more formidable to our adversaries and competitors over the long run if we fight the battles of the next 20 years, not the last 20 years. Finally, I want to recognize the incredible sacrifice and dedication that the U.S. military and civilian personnel, serving alongside our Allies and partners, have made over the last two decades in Afghanistan"
6140,2,". The important negotiations with Spain, which had been alternately suspended and resumed, necessarily experience a pause under the extraordinary and interesting crisis which distinguished her internal situation.With the Barbary powers we continue in harmony, with the exception of an unjustifiable proceeding of the dey of Algiers toward our consul to that regency"
22,1,". If you want to do business with the federal government, vaccinate your workforce. And tonight, I’m removing one of the last remaining obstacles that make it difficult for you to get vaccinated. The Department of Labor will require employers with 100 or more workers to give those workers paid time off to get vaccinated"
4725,0,". So, with all of that being said, we understand it. I think I’ve educated a lot of people as to the press. And I would love to be able to say that we have a very honest press. Honestly, Jon, there’d be nothing I would be more proud of if the press would work—and I don’t mind being criticized, but not when they’re wrong. Not when people have done a great job. Yes"
2414,0,". The true question for the United Nations today, for people all over the world who hope for better lives for themselves and their children, is a basic one: Are we still patriots? Do we love our nations enough to protect their sovereignty and to take ownership of their futures? Do we revere them enough to defend their interests, preserve their cultures, and ensure a peaceful world for their"
2255,0,". The whole world is richer, humanity is better, because of this beautiful constellation of nations, each very special, each very unique, and each shining brightly in its part of the world. In each one, we see awesome promise of a people bound together by a shared past and working toward a common future. As for Americans, we know what kind of future we want for ourselves"
4370,0,". Should have been done a long time before. Since then, we’ve worked with Congress to ensure at least 6 billion additional dollars, going through right now, in new funding in 2018 and 2019 to combat the opioid crisis. And we will be spending the most money ever on the opioid crisis"
7521,2,".Our attitude is highly interesting as relates to other powers, and particularly to our southern neighbors. We have duties to perform WRT all to which we must be faithful. To every kind of danger we should pay the most vigilant and unceasing attention, remove the cause where it may be practicable, and be prepared to meet it when inevitable"
4471,0,". They get a big bargain on drug prices and enacting fair trade deals. That finally, finally, after all these years put America first. I’ve been saying it for a long time. We passed the largest tax cuts in the history of our country. The Democrats want to raise your taxes. Tell me about that. Tell me about that. I guess I’m old fashioned"
1543,1,". And it’s time to pass bipartisan legislation to stop Big Tech from collecting personal data on kids and teenagers online, ban targeted advertising to children, and impose stricter limits on the personal data these companies collect on all of us"
9050,2,". As soon as I arrived, I was told that Mr. Early, one of President Roosevelt's secretaries, wanted me to call. I reached Mr. Early, and he told me to come to the White House as quickly as possible, to enter by way of the Pennsylvania Avenue entrance, and to come to Mrs. Roosevelt's study. When I arrived, Mrs"
143,1,". Beyond the core necessities of food and health, the United States, the G7, and our partners have embarked on an ambitious initiative to mobilize and deliver significant financing to the developing world. We are working to help countries build out their infrastructure, to clean energy transition, to their digital transformation to lay new economic foundations for a prosperous future"
2621,0,". We will pursue the vision we have carried around the world over this past year—a vision of strong, sovereign, and independent nations that respect their citizens and respect their neighbors; nations that thrive in commerce and cooperation, rooted in their histories and branching out toward their destinies. That is the future we wish for this world, and that is the future we seek in America"
7934,2,". I notice with great pleasure the statement of the Secretary that the receipts from internal revenue have increased during the last fiscal year nearly $12,000,000, and that the cost of collecting this larger revenue was less by $90,617 than for the same purpose in the preceding year. The percentage of cost of collecting the customs revenue was less for the last fiscal year than ever before"
6948,2,.TARIFF BOARD. The time in which the tariff was prepared undoubtedly was so short as to make it impossible for the Congress and its experts to acquire all the information necessary strictly to conform to the declared measure. In order to avoid criticism of this kind in the future and for the
5993,2,". Further referring in this connection to recent diplomatic correspondence, a dispatch from our minister to Spain, of the 36th ultimo, contained the statement that the Spanish minister for foreign affairs assured him positively that the Spain will do all that the highest honor and justice require in the matter of the Maine"
605,1,". And only half decided that they wanted to leave. The point is that I think the whole process has to be speeded up, period, in terms of being able to get these visas. Q: Why can’t the U.S"
7661,2,". They have been actively employed until their progress was interrupted by the inclemency of the season, and will resume their labors as soon as practicable in the ensuing year"
7546,2,". Islamic culture has given us majestic arches and soaring spires, timeless poetry and cherished music, elegant calligraphy and places of peaceful contemplation. And throughout history, Islam has demonstrated through words and deeds the possibilities of religious tolerance and racial equality. I also know that Islam has always been a part of America's story"
6414,2,. They just reinforce it. Now let me take a minute to say that the same thing is true about another important event this week. It is the victory of another party with another leader in Great Britain. The British Labor Party is the same party that held power when the Atlantic Alliance was founded; when British and American pilots flew the Berlin Airlift together; when Englishmen joined us in Korea
6829,2,". Further, a convention for the arbitration of pecuniary claims was signed and a number of important resolutions passed. The Conventions will in due course be transmitted to the Senate, and the report of the Delegation of the United States will be communicated to the Congress for its information"
7516,2,". Great exertions have been made and expenses incurred by the citizens in improvements of various kinds; but those which are suggested belong exclusively to the government, or are of a nature to require expenditures beyond their resources. The public lots which are still for sale would, it is not doubted, be more than adequate for these purposes"
7227,2,. This law has been construed to limit the application of the requirement to those who are directly employed by the Government or to those who are employed upon public works situate upon land owned by the United States
8830,2,". It can not be doubted that it was the legal duty of the Secretary of the Treasury to order and direct the deposits of the public money to be made elsewhere than in the Bank of the United States whenever sufficient reasons existed for making the change. If in such a case he neglected or refused to act, he would neglect or refuse to execute the law"
171,1,". We can cut child poverty in half this year. With the American Rescue Plan, we’re meeting immediate emergencies. Now it’s time to rebuild. Even before the crisis we’re now facing, those at the very top in America were doing very well, which is fine. They were doing great. But everyone else was falling behind. The pandemic only made the division so much worse and more obvious"
1766,1,". The soul is what makes us “us.” The soul of America is defined by the sacred proposition that all are created equal in the image of God. That all are entitled to be treated with decency, dignity, and respect. That all deserve justice and a shot at lives of prosperity and consequence. And that democracy—democracy must be defended, for democracy makes all these things possible"
8874,2,"of the General Government, and by bringing insolvency and distress upon the commercial community; and Whereas the public security from such an institution consists less in its present pecuniary capacity to discharge its liabilities than in the fidelity with which the trusts reposed in it have been executed; and Whereas the abuse and misapplication of the powers conferred have destroyed the"
6308,2,". As President, I have no higher obligation than to safeguard the lives of American citizens. And that is why I directed our Armed Forces to protect the lives of American citizens in Panama and to bring General Noriega to justice in the United States"
7726,2,appropriations by Congress shall not carry the expenditures beyond the official estimates
5153,0,". I spent the bulk of—I have spent the bulk of my adulthood as a Midwesterner, but I grew up in their New Orleans home. And as my brother and sisters can also attest, Mom and Dad’s generosity extends not only to us, but to more people than any of us could count. They are an inspiration. It is important at a moment like this to acknowledge family and friends"
1346,1,— that this is a battle between the utility of democracies in the 21st century and autocracies
591,1,. They have the capacity. They have the forces. They have the equipment. The question is: Will they do it? And I want to make clear what I made clear to Ghani: that we are not going just sus-—walk away and not sustain their ability to maintain that force. We are. We’re going to also work to make sure we help them in terms of everything from food necessities and other things in—in the region
4236,0,". Thank you, sir. THE PRESIDENT: Well, on small businesses, the Small Business Administration is now stacked with money to help them, and we’re going to make the money readily available if they need it, small businesses. We had a great time in India. It was an incredible two days, and he’s a great friend of mine"
2155,0,". Just 29 days ago, a criminal alien freed by the sanctuary city of New York was charged with the brutal rape and murder of a 92-year-old woman. The killer had been previously arrested for assault, but under New York’s sanctuary policies, he was set free. If the city had honored ICE’s detainer request, his victim would still be alive today"
1459,1,". Rural. Tribal. And we’re just getting started. I sincerely thank my Republican friends who voted for the law. And to my Republican friends who voted against it but still ask to fund projects in their districts, don’t worry. I promised to be the president for all Americans. We’ll fund your projects. And I’ll see you at the ground-breaking. This law will help further unite all of America"
10,1,". I know there’s a lot of confusion and misinformation. But the world’s leading scientists confirm that if you are fully vaccinated, your risk of severe illness from COVID-19 is very low. In fact, based on available data from the summer, only one of out of every 160,000 fully vaccinated Americans was hospitalized for COVID per day. These are the facts"
6051,2,". We can subdue and we can master these forces—bring increased meaning to our lives—if all of us, government and citizens, are bold enough to change old ways, daring enough to assault new dangers, and if the dream is dear enough to call forth the limitless capacities of this great people. This year we must continue to improve the quality of American life"
5674,0,". Our farmers were targeted and now they’re benefiting by the amount that they were targeted. And we are very honored to do that. And, Sonny, you’re going to start that process very soon. You’ll let the farmers know. Nobody can take advantage of our farmers. So we have a lot of money that we’ve taken in from China. We’re going to be distributing that money from—from Sonny to the farmers"
839,1,". My national security team and I have been closely monitoring the situation on the ground in Afghanistan and moving quickly to execute the plans we had put in place to respond to every constituency, including—and contingency—including the rapid collapse we’re seeing now"
3709,0,". Because historically, if you win the presidency, you don’t do well two years later. And you know what? We can’t let that happen. And I know what happens. I finally figured it out. Nobody has been able to explain it. It just happens, statistically, almost all of the time for many years. What happens is, you fight so hard to win the presidency. You fight, fight, fight"
8259,2,". ""No previous regime in my country,"" he wrote about the concentration camps and boat people of Vietnam, ""brought such numbers of people to such desperation. Not the military dictators, not the colonialists, not even the ancient Chinese warlords. It is a lesson that my compatriots and I learned through witnessing and through suffering in our own lives the fate of our countrymen"
3170,0,". And I asked the people — many of whom were from El Paso, but they came from all over Texas. And I asked them. I said, “Let me ask you, as a crowd: When the wall went up, was it better?” You were there, some of you. It was not only better; it was like 100 percent better. You know what they did. But that’s only one example. There are so many examples"
8437,2,". This movement was made in pursuance of orders from the War Department, issued on the 13th of January, 1846"
5524,0,. No issue better illustrates the divide between America’s working class and America’s political class than illegal immigration. Wealthy politicians and donors push for open borders while living their lives behind walls and gates and guards
6578,2,". Our relations with the Soviet Union and Eastern Europe are also in transition. We have avoided both the acts and the rhetoric of the cold war. When we have differed with the Soviet Union, or other nations, for that matter, I have tried to differ quietly and with courtesy, and without venom. Our objective is not to continue the cold war, but to end it"
6822,2,". Chief among these were Their Imperial Highnesses Princes Tsai-tao and Tsai-Hsun of China; and His Imperial Highness Prince Higashi Fushimi, and Prince Tokugawa, President of the House of Peers of Japan. The Secretary of War has recently visited Japan and China in connection with his tour to the Philippines, and a large delegation of American business men are at present traveling in China"
6666,2,". It will enable us to assist those States and cities that try to make their streets and homes safer, their police forces better, their corrections systems more effective, and their courts more efficient"
8242,2,". We publicized the evidence of chemical warfare and other atrocities in Cambodia, which we're now supposed to call Kampuchea, and in Afghanistan. We pointed out that totalitarian powers hold a radically different view of morality and human dignity than we do"
6937,2,"to the utility of proposed improvements in rivers and harbors, with the added function which I have recommended for the Army Engineers of including in their recommendation the relative importance of the various projects found to be worthy of approval and execution"
3432,0,". Our country can no longer deliver basic services in times of emergency, as recently shown by the wonderful people of North Carolina—who have been treated so badly—and other states who are still suffering from a hurricane that took place many months ago or, more recently, Los Angeles, where we are watching fires still tragically burn from weeks ago without even a token of defense"
507,1,". In the years before the invasion, we, America, had sent over $650 million, before they crossed the border, in weapons to Ukraine, including anti-air and anti-armor equipment. Since the invasion, America has committed another $1.35 billion in weapons and ammunition"
7385,2,.It is a cause of serious regret that no arrangement has yet been finally concluded between the two governments to secure by joint cooperation the suppression of the slave trade
6120,2,". Our ministers at London and Paris were instructed to explain to the respective governments there, our disposition to exercise the authority in such manner as would withdraw the pretext on which the aggressions were originally founded, and open a way for a renewal of that commercial intercourse which it was alleged on all sides had been reluctantly obstructed"
6929,2,". The office of the Comptroller of the Currency is one most important in the preservation of proper banking methods in the national banking system of the United States, and the present Comptroller has impressed his subordinates with the necessity of so conducting their investigations as to establish the principle that every bank failure is unnecessary because proper inspection and notice of"
6040,2,". Without raising taxes—or even increasing the total tax bill paid—we should move to improve our withholding system so that Americans can more realistically pay as they go, speed up the collection of corporate taxes, and make other necessary simplifications of the tax structure at an early date. I hope these measures will be adequate"
479,1,". We haven’t resolved that completely. Q: One more question — THE PRESIDENT: Okay, thank you all very much. Thank you."
632,1,". Van Ellis, was just a few months old. The children of former sharecroppers, when they went to bed at night in Greenwood, Mother Fletcher says they fell asleep rich in terms of the wealth—not real wealth, but a different wealth—a wealth in culture and community and heritage. But one night—one night changed everything. Everything changed"
